"date","Altcoin Market Cap","MarketCap"
"2016-06-30","2165942787.5","10751828287.7"
"2016-07-01","2136369444.01","10665085087.8"
"2016-07-02","2145540767.88","10890183097.3"
"2016-07-03","2181543100.54","10606367151.6"
"2016-07-04","2092984434.06","10668568224.1"
"2016-07-05","2064661303.15","10643530071.5"
"2016-07-06","1920724490.79","10115830320.8"
"2016-07-07","1935036773.73","10072262214.4"
"2016-07-08","2047834360.74","10369251933.5"
"2016-07-09","2050841900.4","10168424458.2"
"2016-07-10","2050557861.69","10253360951.9"
"2016-07-11","2098351650.43","10194523478.5"
"2016-07-12","2250641172.72","10476459213.2"
"2016-07-13","2355149261.67","10337912562.6"
"2016-07-14","2474967545.65","10450339467.5"
"2016-07-15","2427896339.34","10476237965.6"
"2016-07-16","2391603942.04","10489801364.6"
"2016-07-17","2377083413.83","10710311564.2"
"2016-07-18","2375935148.16","10606229491.2"
"2016-07-19","2510741852.99","10580450794.1"
"2016-07-20","2537423174.98","10462797627.8"
"2016-07-21","2566353864.84","10502456902.7"
"2016-07-22","2732483934.21","10286403809"
"2016-07-23","2724782751.16","10321581238.3"
"2016-07-24","2479014844.86","10370001267.4"
"2016-07-25","2503436432.47","10191791788.9"
"2016-07-26","2439513756.92","10316848341.6"
"2016-07-27","2456015027.15","10344751114.3"
"2016-07-28","2435422038.15","10349032540.7"
"2016-07-29","2437019144.23","10352501700.2"
"2016-07-30","2400555707.79","10049382341.1"
"2016-07-31","2353101366.06","9856777651.92"
"2016-08-01","2246308921","9534718230.14"
"2016-08-02","2123845285.2","8694610119.22"
"2016-08-03","2240943148.21","9063488661.46"
"2016-08-04","2259685963.44","9017231719.08"
"2016-08-05","2304471533.83","9015506601.07"
"2016-08-06","2320316507.06","9308426276.66"
"2016-08-07","2289647594.78","9293520577.75"
"2016-08-08","2309914983.93","9289301246.54"
"2016-08-09","2397421816.8","9299588738.7"
"2016-08-10","2315908373.15","9377883871.34"
"2016-08-11","2312741124.8","9282714659.95"
"2016-08-12","2320632220.69","9302175905.95"
"2016-08-13","2330704287.09","9206214252"
"2016-08-14","2295382485.61","9056359378.8"
"2016-08-15","2269581105.24","8971470214.46"
"2016-08-16","2292892868.61","9134052012.88"
"2016-08-17","2276548659.76","9085923089.47"
"2016-08-18","2251359025.5","9086037394.75"
"2016-08-19","2289396684.93","9106751666.3"
"2016-08-20","2278283213.87","9108821225.05"
"2016-08-21","2295099661.26","9193176007.72"
"2016-08-22","2294891476.33","9319922948.38"
"2016-08-23","2240341325.53","9195427418.83"
"2016-08-24","2236264085.93","9123883900.85"
"2016-08-25","2221321007.35","9138314153.35"
"2016-08-26","2216778061.38","9121364349.3"
"2016-08-27","2209643148.04","9048622973.87"
"2016-08-28","2256900707.64","9108628456.9"
"2016-08-29","2285937460.08","9155436768"
"2016-08-30","2281825580.69","9102757370.06"
"2016-08-31","2369604527.55","9105840866.35"
"2016-09-01","2327547986.32","9051761724.6"
"2016-09-02","2400369790.46","9099101180.23"
"2016-09-03","2347451916.7","9478925344.55"
"2016-09-04","2606514950.2","9623762993.45"
"2016-09-05","2602837064.72","9606888637.26"
"2016-09-06","2579071089.79","9655566644.4"
"2016-09-07","2575516432.96","9742541998.32"
"2016-09-08","2568669459.21","9867527328.34"
"2016-09-09","2586909715.35","9873990997.1"
"2016-09-10","2626977447.59","9889595343.6"
"2016-09-11","2564830495.33","9646561446.38"
"2016-09-12","2598439102.94","9647244529.16"
"2016-09-13","2583055306.15","9660593945.38"
"2016-09-14","2603571792.37","9668936853.83"
"2016-09-15","2627230377.94","9655907603.69"
"2016-09-16","2655536188.03","9640060514.86"
"2016-09-17","2660977251.78","9619371006.5"
"2016-09-18","2682213285.06","9673570780.64"
"2016-09-19","2718760155.82","9669067593.98"
"2016-09-20","2763941647.92","9504441219.94"
"2016-09-21","2664849391.89","9492347615.81"
"2016-09-22","2679422964.93","9479924992.56"
"2016-09-23","2706352716.69","9599981278.7"
"2016-09-24","2705884231.29","9576090828.48"
"2016-09-25","2703882028.95","9541960466.18"
"2016-09-26","2697699569.93","9640187168.22"
"2016-09-27","2728594868.23","9612499538.88"
"2016-09-28","2736733572.15","9623191215.26"
"2016-09-29","2729734221.38","9610186649.54"
"2016-09-30","2701084218.9","9732419293.28"
"2016-10-01","2677404497.71","9732396047.4"
"2016-10-02","2678214269.3","9735228509.18"
"2016-10-03","2600336069.49","9704056593.84"
"2016-10-04","2688686651.87","9708431183.88"
"2016-10-05","2625117431.13","9731077868.88"
"2016-10-06","2624845908.23","9753569265"
"2016-10-07","2537305469.46","9842885461.5"
"2016-10-08","2540739474.67","9823609324.69"
"2016-10-09","2509324688.22","9842134269.74"
"2016-10-10","2526868302.74","10054928247.8"
"2016-10-11","2512643709.3","10159164785.9"
"2016-10-12","2495084603.36","10162903828"
"2016-10-13","2504696159.29","10149697457.7"
"2016-10-14","2515314556.08","10213639989"
"2016-10-15","2486004424.69","10198539444.3"
"2016-10-16","2478040944.42","10195063874.9"
"2016-10-17","2589702000.29","10172630705.2"
"2016-10-18","2557799973.33","10159913440.5"
"2016-10-19","2526956412.36","10036834221"
"2016-10-20","2531317585.91","10065641132.9"
"2016-10-21","2541609228.38","10134825657.8"
"2016-10-22","2546806222.19","10487806378.7"
"2016-10-23","2539553115.52","10432323772.2"
"2016-10-24","2503507852.1","10488343212.6"
"2016-10-25","2495969784.36","10563385441"
"2016-10-26","2467923322.26","10959584914.5"
"2016-10-27","2428602747.13","10908987719.8"
"2016-10-28","2378210943.26","11206623052.2"
"2016-10-29","2265940459.23","11287971481.2"
"2016-10-30","2391908307.93","11161656808.7"
"2016-10-31","2325377339.6","11405361461.9"
"2016-11-01","2333254337.18","11626148139.7"
"2016-11-02","2174466216.76","11843162496.5"
"2016-11-03","2159440313.52","11071945554.6"
"2016-11-04","2200142492.05","11198109031.5"
"2016-11-05","2324976354.41","11383880373.9"
"2016-11-06","2200495820.6","11281886146.7"
"2016-11-07","2208263031.46","11223631461.1"
"2016-11-08","2151755495.66","11783191519.4"
"2016-11-09","2166909105.44","11417196267.2"
"2016-11-10","2154858868.44","11449892640.7"
"2016-11-11","2158070038.7","11409494600.4"
"2016-11-12","2140253592.17","11075570684.6"
"2016-11-13","2145965473.77","11245059200.6"
"2016-11-14","2142967940.96","11378500754.7"
"2016-11-15","2159425064.52","11413686991.9"
"2016-11-16","2114578211.68","12019705140.6"
"2016-11-17","2102621712.25","11891813317.5"
"2016-11-18","2059321403.25","12081474024.2"
"2016-11-19","2059173832.15","12083140420.5"
"2016-11-20","2060937578.6","11751446838.3"
"2016-11-21","2092755886.82","11845529083.5"
"2016-11-22","2073792229.17","11958035807.9"
"2016-11-23","2059382875.69","11872749803.8"
"2016-11-24","2003373105.22","11792687850.3"
"2016-11-25","2002577488.13","11859154942"
"2016-11-26","2023610469.41","11768566200.3"
"2016-11-27","1977576088.57","11801582787.2"
"2016-11-28","1934090977.7","11781958159.2"
"2016-11-29","1932112041.08","11906915661"
"2016-11-30","1947386945.05","12012199522.1"
"2016-12-01","1893349790.8","12402599227.8"
"2016-12-02","1888294999.78","12260354900.8"
"2016-12-03","1887661194.6","12343747750.4"
"2016-12-04","1834266666.03","12199966828"
"2016-12-05","1721747070.32","12190409904.3"
"2016-12-06","1808170346.11","12190170971.1"
"2016-12-07","1962698916.99","12328079465"
"2016-12-08","1945977734.48","12377735184.9"
"2016-12-09","1945589334.44","12407922282.9"
"2016-12-10","1945089150.5","12291259144"
"2016-12-11","1930618266.16","12396657512.6"
"2016-12-12","1942650837.63","12508787828.3"
"2016-12-13","1954316704.2","12541395645.3"
"2016-12-14","1934144123.96","12508112877"
"2016-12-15","1918629402.06","12569149183"
"2016-12-16","1892979537.09","12696747084.3"
"2016-12-17","1901880616.41","12694524845"
"2016-12-18","1919791583.93","12726337410.2"
"2016-12-19","1921806331.29","12733434199.9"
"2016-12-20","1934667679.91","12984522464.4"
"2016-12-21","1918154061.57","13870988378.8"
"2016-12-22","1934507370.76","14640424163.1"
"2016-12-23","1958253045.35","14735914834.6"
"2016-12-24","1944067586.53","14046038971.2"
"2016-12-25","1972781676.13","14557227032.6"
"2016-12-26","1976262948.25","14695321063"
"2016-12-27","2001998730.84","15339377638.8"
"2016-12-28","2090189340.49","15655479754.3"
"2016-12-29","2173929347.87","15315541720.7"
"2016-12-30","2129459400.1","15331933363.7"
"2016-12-31","2184837494.62","15470433267.3"
"2017-01-01","2180105614.24","16285846732"
"2017-01-02","2268124509.02","16516765203.8"
"2017-01-03","2500927867.73","17215794089.6"
"2017-01-04","2741118891.08","19080681906"
"2017-01-05","2482094306.21","16102132439.5"
"2017-01-06","2196564490.2","13460977927.4"
"2017-01-07","2312686153.6","14982779966.2"
"2017-01-08","2321823206.49","14328094465.6"
"2017-01-09","2370293670.36","14581176639"
"2017-01-10","2425907958.73","14746576381.9"
"2017-01-11","2119987540.81","12165451188.9"
"2017-01-12","2204302498.49","12593007185"
"2017-01-13","2246733517.31","13228553687.6"
"2017-01-14","2263812873.82","13111892097"
"2017-01-15","2283014114.79","13397481669"
"2017-01-16","2317150299.45","14232418581.1"
"2017-01-17","2370201640.48","14460007855"
"2017-01-18","2370200938.16","14324120262.7"
"2017-01-19","2431478590.83","14447251305.5"
"2017-01-20","2447955309.34","14815873610.8"
"2017-01-21","2495029673.98","15086437609.6"
"2017-01-22","2463045490.45","14881058261.6"
"2017-01-23","2458810807.9","14819388080.2"
"2017-01-24","2424909836.98","14512504717.5"
"2017-01-25","2440045133.38","14563129351"
"2017-01-26","2476022004.21","14871434670.9"
"2017-01-27","2478290613.68","14878693933.4"
"2017-01-28","2492902031.11","14885498426.4"
"2017-01-29","2510349499.2","14882586386.1"
"2017-01-30","2537086641.1","15054190663.3"
"2017-01-31","2587565030.25","15839704609.5"
"2017-02-01","2591842652.82","15993221714.5"
"2017-02-02","2632861822.88","16582562829"
"2017-02-03","2704916826.17","16573555399.5"
"2017-02-04","2695695094.02","16823972464.7"
"2017-02-05","2700426645.26","16783891010"
"2017-02-06","2762848944.57","17104684050.7"
"2017-02-07","2778135200.38","17414654012.5"
"2017-02-08","2716756097.63","17223892168"
"2017-02-09","2561074440.31","15683863230.4"
"2017-02-10","2641463532.7","16187297540"
"2017-02-11","2608330690.53","16148092614.3"
"2017-02-12","2637389410.01","16182239337"
"2017-02-13","2693008985.23","16150725099.4"
"2017-02-14","2790160881.17","16189726415.5"
"2017-02-15","2799728333.95","16403703111.4"
"2017-02-16","2812720097.13","16685570357.5"
"2017-02-17","2808988626.14","17106502760.9"
"2017-02-18","2801408778.55","17090265241.6"
"2017-02-19","2769399125.03","16969174453.3"
"2017-02-20","2718035176.12","17534090709.2"
"2017-02-21","2720525403.85","17864608368.8"
"2017-02-22","2760276346.32","18143568646.5"
"2017-02-23","2753662194.11","18536042297.5"
"2017-02-24","2789992240.19","18889787154"
"2017-02-25","2836449590.47","18658959292"
"2017-02-26","2940549927.5","18935553036.2"
"2017-02-27","3052000196.7","19072952316.2"
"2017-02-28","3125360189.76","19132402477.5"
"2017-03-01","3341328948.53","19746374068.9"
"2017-03-02","3665218759.9","20398229435.2"
"2017-03-03","3689046543.76","20649507152"
"2017-03-04","3536830258.7","20073247575"
"2017-03-05","3662675134.43","20606259261.6"
"2017-03-06","3668832255.51","20474988862.9"
"2017-03-07","3474620727.67","19081329445.6"
"2017-03-08","3403327756.56","18983522967.5"
"2017-03-09","3517638279.25","19172644400"
"2017-03-10","3653245217.03","19057112623.6"
"2017-03-11","4133699201.7","19110277834.3"
"2017-03-12","4571731613.34","19770931755.8"
"2017-03-13","4952983274.72","19836556179"
"2017-03-14","5020539710.48","20211634468"
"2017-03-15","6304483246.12","20084163293.2"
"2017-03-16","7608536942.18","18490541394"
"2017-03-17","6253769417.21","17580498146.6"
"2017-03-18","6287953765.49","16367632842.5"
"2017-03-19","6871369221.06","16930643008.5"
"2017-03-20","6759619417.89","17677116769.8"
"2017-03-21","6761018624.02","17931987808.8"
"2017-03-22","6643069377.51","16828494570"
"2017-03-23","6928211072.49","16492023460.2"
"2017-03-24","7542298295.63","14689267924.6"
"2017-03-25","7504309024.9","15733068468"
"2017-03-26","7727996546.37","15951960233.8"
"2017-03-27","7484062816.62","16883526423.7"
"2017-03-28","7738100923.48","16628989285.9"
"2017-03-29","7991468527.53","16907678551.5"
"2017-03-30","8210684591.61","16925915086.3"
"2017-03-31","8307069773.97","17397396368.9"
"2017-04-01","8434519630.47","17479434124.9"
"2017-04-02","8817631407.74","18444351673.8"
"2017-04-03","8287415852.18","18629019580.4"
"2017-04-04","8770388012.18","18357356540"
"2017-04-05","8519012055.09","18617553216"
"2017-04-06","8286879360.42","19002108050.2"
"2017-04-07","8384797661.85","19112732643"
"2017-04-08","8536884313.38","19156378437"
"2017-04-09","8314873385.79","19273419116.2"
"2017-04-10","8440168328.03","19332782216"
"2017-04-11","8423942327.4","19592847022.5"
"2017-04-12","9137326176.19","19586761156.5"
"2017-04-13","9168349225.31","19174300690.2"
"2017-04-14","9048533333.5","19029302581.7"
"2017-04-15","9420570599.88","19192185034"
"2017-04-16","9277095567.39","19190903299.9"
"2017-04-17","9383261740.53","19686594688"
"2017-04-18","9684695014.72","19770121219.5"
"2017-04-19","9428697234.35","19701739775.8"
"2017-04-20","9469440778.13","20022972280.9"
"2017-04-21","9491427932.2","19907450872.6"
"2017-04-27","12392057297","21604985177"
"2017-04-28","13440942512","21614217185"
"2017-04-29","13844523796","21455092113"
"2017-04-30","15428576980","22334344088"
"2017-05-01","14834197274","23410293261"
"2017-05-02","14843073102","23787497034"
"2017-05-03","16353150768","24512908728"
"2017-05-04","19314764082","25749166022"
"2017-05-05","19848149914","25485772689"
"2017-05-06","20434599885","25819361804"
"2017-05-07","24114426462","26674257224"
"2017-05-08","23141030332","28466472303"
"2017-05-09","24322334599","28413685016"
"2017-05-10","22536389290","29623597333"
"2017-05-11","24166240853","29276867576"
"2017-05-12","24576935716","27579357250"
"2017-05-13","25475323123","29406535920"
"2017-05-14","25945124867","28924702377"
"2017-05-15","28270889432","27860625425"
"2017-05-16","32885291765","28178142650"
"2017-05-17","31445206158","30058435173"
"2017-05-18","34153856021","31374575909"
"2017-05-19","35501166657","32595690453"
"2017-05-20","37895696104","33964469429"
"2017-05-21","41792628166","35263863473"
"2017-05-22","41740021682","36803520187"
"2017-05-23","47474300261","38839413440"
"2017-05-24","41866919965","42136526498"
"2017-05-25","44691645349","40553602477"
"2017-05-26","33459326338","33969763029"
"2017-05-27","38141114109","35510563688"
"2017-05-28","36060862531","34719871682"
"2017-05-29","42350852410","37272511738"
"2017-05-30","41624432183","35646415448"
"2017-05-31","47191769140","38696092164"
"2017-06-01","49083289258","39714856689"
"2017-06-02","48171874837","39770114137"
"2017-06-03","49362180261","41042953088"
"2017-06-04","52013101368","41907680117"
"2017-06-05","53446191266","46287224590"
"2017-06-06","55180691549","46576879805"
"2017-06-07","54480720655","45421815896"
"2017-06-08","56039207627","46290979918"
"2017-06-09","58421445358","46493661931"
"2017-06-10","61874515778","47137829467"
"2017-06-11","65070667094","48962493042"
"2017-06-12","66497852667","43960417611"
"2017-06-13","70419919826","45056740475"
"2017-06-14","63405123770","40596114055"
"2017-06-15","63922727656","40196994059"
"2017-06-16","66727719858","41770041596"
"2017-06-17","69116069179","43325895701"
"2017-06-18","69330501154","42365276005"
"2017-06-19","71046830483","43073158947"
"2017-06-20","68755226807","45333013802"
"2017-06-21","65777078806","43400922653"
"2017-06-22","66467410398","44608225763"
"2017-06-23","69653918199","44999602277"
"2017-06-24","66243767607","42851106588"
"2017-06-25","62564532935","42423107167"
"2017-06-26","56688715394","40850649348"
"2017-06-27","57505763406","41257316777"
"2017-06-28","64124894596","42243152927"
"2017-06-29","60015431019","41475290603"
"2017-06-30","57511525250","40592704824"
"2017-07-01","53804065832","39487240982"
"2017-07-02","57955556065","41145107639"
"2017-07-03","59707944804","42956837483"
"2017-07-04","58398907537","41960728293"
"2017-07-05","58003950785","42639184038"
"2017-07-06","57391113147","42479463330"
"2017-07-07","52253418954","41417008056"
"2017-07-08","54248644107","42285969144"
"2017-07-09","51463057265","41394447903"
"2017-07-10","41628174273","38343626628"
"2017-07-11","42345463085","38295607252"
"2017-07-12","47814906022","39676682996"
"2017-07-13","44583800282","38434150360"
"2017-07-14","40937825023","35188741694"
"2017-07-15","37158274544","33243994156"
"2017-07-16","36716872988","32886241225"
"2017-07-17","40544762657","36108412725"
"2017-07-18","46491137408","38319547945"
"2017-07-19","44259845352","38468521943"
"2017-07-20","48909136225","45330675400"
"2017-07-21","48252130428","44452397808"
"2017-07-22","50388133143","45346196618"
"2017-07-23","48875528612","45131247228"
"2017-07-24","49073880526","45370885223"
"2017-07-25","43784726915","41585448911"
"2017-07-26","44961636701","42487189187"
"2017-07-27","44522054361","44267671095"
"2017-07-28","40974128949","44654722780"
"2017-07-29","43967075474","44790672802"
"2017-07-30","42466254905","44879547089"
"2017-07-31","45547304990","47515093461"
"2017-08-01","53446691275","44918858430"
"2017-08-02","55672811275","44909454737"
"2017-08-03","55570350852","45624815164"
"2017-08-04","55230036471","52023848940"
"2017-08-05","58420216005","52858249238"
"2017-08-06","59151624638","53145516940"
"2017-08-07","63209079238","56883536255"
"2017-08-08","67722366317","55740019676"
"2017-08-09","65706131602","55342460056"
"2017-08-10","67828085557","56971025028"
"2017-08-11","70381851517","61145388469"
"2017-08-12","67713731178","66693452187"
"2017-08-13","69374879207","66580995195"
"2017-08-14","66956899321","72712565937"
"2017-08-15","65987513509","66492095619"
"2017-08-16","69414097735","71592846754"
"2017-08-17","72246398038","71002236010"
"2017-08-18","73386088629","67171764548"
"2017-08-19","76499922358","68561632885"
"2017-08-20","76622025142","66488449165"
"2017-08-21","75102211860","63502749023"
"2017-08-22","82453594328","68026835138"
"2017-08-23","81960845278","68768384303"
"2017-08-24","81569102392","71270627844"
"2017-08-25","82622019490","71671646094"
"2017-08-26","83675485103","72365562206"
"2017-08-27","84174768007","70328195047"
"2017-08-28","87916919648","72350747270"
"2017-08-29","90124907282","76289040487"
"2017-08-30","91304900443","76005435505"
"2017-08-31","94027188572","77367035340"
"2017-09-01","91004139022","77655959085"
"2017-09-02","90832431539","77318937612"
"2017-09-03","85533046140","74455390865"
"2017-09-04","71288630151","67293542267"
"2017-09-05","82262842426","73819001823"
"2017-09-06","84428115720","74999627166"
"2017-09-07","86896168132","76180357869"
"2017-09-08","78377538330","70938213405"
"2017-09-09","71181596213","66394822964"
"2017-09-10","75730146889","69138983349"
"2017-09-11","79845370748","71484453091"
"2017-09-12","72894527802","66761808626"
"2017-09-13","69668446647","63258837358"
"2017-09-14","56648876961","52996781890"
"2017-09-15","64941067182","61789777560"
"2017-09-16","61209468952","58364418858"
"2017-09-17","69005212916","62228836816"
"2017-09-18","69733870334","65317387427"
"2017-09-19","70130138791","65247124221"
"2017-09-20","69030580394","64361026376"
"2017-09-21","65710818373","62095322432"
"2017-09-22","65458047437","61679535435"
"2017-09-23","67147285058","61394421140"
"2017-09-24","68257266912","62824403738"
"2017-09-25","70037719600","64418861067"
"2017-09-26","71132665141","65345626449"
"2017-09-27","75720234001","70270294281"
"2017-09-28","70167333940","67246885877"
"2017-09-29","74370964627","70767004774"
"2017-09-30","74343313176","71681049219"
"2017-10-01","75432523783","73639026475"
"2017-10-02","72992974520","71968221680"
"2017-10-03","73334936312","72040014103"
"2017-10-04","71314138206","69404614210"
"2017-10-05","74335625854","72801905745"
"2017-10-06","74906310937","72380030812"
"2017-10-07","75513213252","73840812615"
"2017-10-08","74019584386","75908433598"
"2017-10-09","72220614205","80394182865"
"2017-10-10","74188498696","79440183612"
"2017-10-11","74562604204","81516144022"
"2017-10-12","76212654445","92533318790"
"2017-10-13","78816884911","93020666625"
"2017-10-14","79078668474","95947922359"
"2017-10-15","79451934413","93494344202"
"2017-10-16","77606629602","94754939384"
"2017-10-17","74150664493","89534938958"
"2017-10-18","74305087227","93268148718"
"2017-10-19","74023052230","94074293801"
"2017-10-20","71707459668","101131757430"
"2017-10-21","71754386358","97563211251"
"2017-10-22","70180268501","98918020445"
"2017-10-23","73768176742","96134251132"
"2017-10-24","72704017370","92282959012"
"2017-10-25","72517386402","95337517755"
"2017-10-26","72364578702","97304637648"
"2017-10-27","72593796504","96460883081"
"2017-10-28","73419123157","96092266967"
"2017-10-29","75583507690","102075863509"
"2017-10-30","75953836522","102541852339"
"2017-10-31","74869494920","107055866132"
"2017-11-01","72037592218","116496269422"
"2017-11-02","76036662599","120994524725"
"2017-11-03","75079071866","119795916214"
"2017-11-04","75850677662","124509503956"
"2017-11-05","75373375206","121930451662"
"2017-11-06","77186661944","120036928401"
"2017-11-07","78868327142","122675242554"
"2017-11-08","81258718460","123119800891"
"2017-11-09","83997578963","120132027125"
"2017-11-10","83085701883","110875994695"
"2017-11-11","104327563135","103754745620"
"2017-11-12","90495259407","104441870306"
"2017-11-13","92433153485","110434922553"
"2017-11-14","95889710326","115453972070"
"2017-11-15","92672989117","123069436987"
"2017-11-16","93448537858","128017132313"
"2017-11-17","96932531009","128332696428"
"2017-11-18","100185712807","128885960361"
"2017-11-19","100637284928","133763335980"
"2017-11-20","100420488551","134170998523"
"2017-11-21","102621753504","136994306666"
"2017-11-22","110832649727","137261219649"
"2017-11-23","114407648562","136645357148"
"2017-11-24","122814285316","139212469033"
"2017-11-25","129013383558","150324229755"
"2017-11-26","136961201634","162926255975"
"2017-11-27","137654299864","166313742980"
"2017-11-28","140041284529","178005893895"
"2017-11-29","127709450030","171571978500"
"2017-11-30","124788420172","163037447966"
"2017-12-01","139146689331","185338026491"
"2017-12-02","142413594012","187816979810"
"2017-12-03","146594467246","193484335474"
"2017-12-04","149178621749","197254434362"
"2017-12-05","153883928379","213631554253"
"2017-12-06","144725484523","246892902805"
